GO.ID	Term	Annotated	Significant	Expected	P_value
GO:0016790	thiolester hydrolase activity	61	1	0.42	1.00000
GO:0052890	oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor	16	1	0.11	1.00000
GO:0015355	secondary active monocarboxylate transmembrane transporter activity	30	1	0.21	1.00000
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	9	1	0.06	1.00000
GO:0016798	hydrolase activity, acting on glycosyl bonds	183	6	1.27	1.00000
GO:0140677	molecular function activator activity	512	2	3.57	1.00000
GO:0051540	metal cluster binding	75	1	0.52	1.00000
GO:0140678	molecular function inhibitor activity	251	1	1.75	1.00000
GO:0022853	active monoatomic ion transmembrane transporter activity	144	4	1	1.00000
GO:0030674	protein-macromolecule adaptor activity	111	1	0.77	1.00000
GO:0016874	ligase activity	659	1	4.59	1.00000
GO:0070851	growth factor receptor binding	39	1	0.27	1.00000
GO:0016877	ligase activity, forming carbon-sulfur bonds	43	1	0.3	1.00000
GO:0016878	acid-thiol ligase activity	31	1	0.22	1.00000
GO:0030226	apolipoprotein receptor activity	11	2	0.08	1.00000
GO:0140161	monocarboxylate:sodium symporter activity	19	1	0.13	1.00000
GO:0030228	lipoprotein particle receptor activity	16	1	0.11	1.00000
GO:0015291	secondary active transmembrane transporter activity	204	3	1.42	1.00000
GO:0015370	solute:sodium symporter activity	55	1	0.38	1.00000
GO:0015294	solute:monoatomic cation symporter activity	68	1	0.47	1.00000
GO:0015373	monoatomic anion:sodium symporter activity	19	1	0.13	1.00000
GO:0051536	iron-sulfur cluster binding	75	1	0.52	1.00000
GO:0051020	GTPase binding	150	4	1.04	1.00000
GO:0015296	monoatomic anion:monoatomic cation symporter activity	40	1	0.28	1.00000
GO:0015377	chloride:monoatomic cation symporter activity	22	1	0.15	1.00000
GO:0015378	sodium:chloride symporter activity	19	1	0.13	1.00000
GO:0016416	O-palmitoyltransferase activity	7	1	0.05	1.00000
GO:0016829	lyase activity	271	5	1.89	1.00000
GO:0017076	purine nucleotide binding	2772	27	19.3	1.00000
GO:0016502	nucleotide receptor activity	34	1	0.24	1.00000
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	78	1	0.54	1.00000
GO:0005539	glycosaminoglycan binding	201	4	1.4	1.00000
